,YIELD_SPREAD,CPI,HY_SPREAD,VIX,SKEW,VIX3M,VIX_BKWD,T5YIE,ICSA,T5YIE_ZONE,ICSA_ZONE,REGIME,REGIME_SCORE,IG_SPREAD,IG_SCORE,STLFSI,FSI_SCORE,SAHM,SAHM_SCORE,LAGGING_TOTAL,RISK_SCORE,SIGNAL,ACTION,LEADING_SCORE,COINCIDENT_SCORE,LAGGING_SCORE,S_YIELD,S_CPI,S_REGIME,S_VIX,S_SKEW,S_BKWD,S_HY,S_IG,S_FSI,S_SAHM
2023-07-19,-0.99,3.070617072997095,3.89,13.760000228881836,141.25,16.559999465942383,-2.799999237060547,2.13,22.9,NEUTRAL,NEUTRAL,둔화_주의,2,1.28,1,-0.6935,0,0.1,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-07-20,-0.95,3.070617072997095,3.9,13.989999771118164,142.82000732421875,16.65999984741211,-2.6700000762939453,2.21,22.9,NEUTRAL,NEUTRAL,둔화_주의,2,1.27,1,-0.6935,0,0.1,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-07-21,-0.98,3.070617072997095,3.89,13.600000381469727,142.5500030517578,16.399999618530273,-2.799999237060547,2.23,22.9,NEUTRAL,NEUTRAL,둔화_주의,2,1.26,1,-0.7373,0,0.1,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-07-24,-0.95,3.070617072997095,3.82,13.90999984741211,143.75,16.260000228881836,-2.3500003814697266,2.28,23.1,NEUTRAL,NEUTRAL,둔화_주의,2,1.25,1,-0.7373,0,0.1,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-07-25,-0.94,3.070617072997095,3.84,13.859999656677246,142.17999267578125,16.219999313354492,-2.359999656677246,2.26,23.1,NEUTRAL,NEUTRAL,둔화_주의,2,1.24,1,-0.7373,0,0.1,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-07-26,-0.96,3.070617072997095,3.91,13.1899995803833,143.5800018310547,15.789999961853027,-2.6000003814697266,2.24,23.1,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.7373,0,0.1,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-07-27,-0.9,3.070617072997095,3.78,14.40999984741211,147.92999267578125,16.6299991607666,-2.219999313354492,2.27,23.1,NEUTRAL,NEUTRAL,둔화_주의,2,1.2,1,-0.7373,0,0.1,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-07-28,-0.91,3.070617072997095,3.82,13.329999923706055,143.47999572753906,15.920000076293945,-2.5900001525878906,2.28,23.1,NEUTRAL,NEUTRAL,둔화_주의,2,1.19,1,-0.7592,0,0.1,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-07-31,-0.91,3.070617072997095,3.79,13.630000114440918,145.47000122070312,16.010000228881836,-2.380000114440918,2.27,23.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.19,1,-0.7592,0,0.1,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-08-01,-0.87,3.722504803505289,3.82,13.930000305175781,142.57000732421875,16.34000015258789,-2.4099998474121094,2.26,23.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.19,1,-0.7592,0,0.13,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-08-02,-0.8,3.722504803505289,3.96,16.09000015258789,145.75,17.959999084472656,-1.8699989318847656,2.25,23.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.21,1,-0.7592,0,0.13,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-08-03,-0.7,3.722504803505289,3.98,15.920000076293945,147.3800048828125,17.719999313354492,-1.7999992370605469,2.24,23.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.7592,0,0.13,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-08-04,-0.73,3.722504803505289,4.01,17.100000381469727,153.35000610351562,18.610000610351562,-1.510000228881836,2.26,23.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.7171,0,0.13,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-08-07,-0.67,3.722504803505289,3.97,15.770000457763672,148.5399932861328,17.719999313354492,-1.9499988555908203,2.29,25.8,NEUTRAL,HIGH,둔화_주의,2,1.22,1,-0.7171,0,0.13,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-08-08,-0.72,3.722504803505289,4.0,15.989999771118164,142.3000030517578,18.1299991607666,-2.1399993896484375,2.24,25.8,NEUTRAL,HIGH,둔화_주의,2,1.23,1,-0.7171,0,0.13,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-08-09,-0.79,3.722504803505289,3.94,15.960000038146973,137.1199951171875,18.049999237060547,-2.089999198913574,2.23,25.8,NEUTRAL,HIGH,둔화_주의,2,1.23,1,-0.7171,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-10,-0.73,3.722504803505289,3.83,15.850000381469727,136.5800018310547,18.15999984741211,-2.309999465942383,2.25,25.8,NEUTRAL,HIGH,둔화_주의,2,1.22,1,-0.7171,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-11,-0.73,3.722504803505289,3.83,14.84000015258789,135.16000366210938,17.559999465942383,-2.719999313354492,2.3,25.8,NEUTRAL,HIGH,둔화_주의,2,1.22,1,-0.6589,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-14,-0.77,3.722504803505289,3.79,14.819999694824219,136.89999389648438,17.40999984741211,-2.5900001525878906,2.29,24.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.6589,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-15,-0.71,3.722504803505289,3.85,16.459999084472656,136.69000244140625,18.59000015258789,-2.1300010681152344,2.24,24.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.6589,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-16,-0.69,3.722504803505289,3.81,16.780000686645508,132.08999633789062,18.969999313354492,-2.1899986267089844,2.23,24.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.25,1,-0.6589,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-17,-0.64,3.722504803505289,3.95,17.889999389648438,132.50999450683594,19.829999923706055,-1.9400005340576172,2.24,24.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.26,1,-0.6589,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-18,-0.66,3.722504803505289,4.02,17.299999237060547,134.77000427246094,19.239999771118164,-1.9400005340576172,2.22,24.8,NEUTRAL,NEUTRAL,둔화_주의,2,1.27,1,-0.6206,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-21,-0.63,3.722504803505289,3.97,17.1299991607666,133.58999633789062,18.770000457763672,-1.6400012969970703,2.25,24.0,NEUTRAL,NEUTRAL,둔화_주의,2,1.26,1,-0.6206,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-22,-0.68,3.722504803505289,3.93,16.969999313354492,134.05999755859375,18.719999313354492,-1.75,2.27,24.0,NEUTRAL,NEUTRAL,둔화_주의,2,1.25,1,-0.6206,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-23,-0.76,3.722504803505289,3.92,15.979999542236328,131.82000732421875,17.940000534057617,-1.960000991821289,2.26,24.0,NEUTRAL,NEUTRAL,둔화_주의,2,1.25,1,-0.6206,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-24,-0.75,3.722504803505289,3.91,17.200000762939453,132.47999572753906,18.75,-1.5499992370605469,2.24,24.0,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.6206,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-25,-0.78,3.722504803505289,3.9,15.680000305175781,132.27000427246094,17.719999313354492,-2.039999008178711,2.25,24.0,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.6795,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-28,-0.78,3.722504803505289,3.86,15.079999923706055,130.19000244140625,17.1200008392334,-2.0400009155273438,2.21,23.4,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.6795,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-29,-0.75,3.722504803505289,3.87,14.449999809265137,135.22999572753906,16.559999465942383,-2.109999656677246,2.18,23.4,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.6795,0,0.13,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-08-30,-0.78,3.722504803505289,3.8,13.880000114440918,142.13999938964844,16.18000030517578,-2.3000001907348633,2.16,23.4,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.6795,0,0.13,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-08-31,-0.76,3.722504803505289,3.85,13.569999694824219,144.6999969482422,15.920000076293945,-2.3500003814697266,2.15,23.4,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.6795,0,0.13,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-09-01,-0.69,3.687206638119256,3.81,13.09000015258789,144.27999877929688,15.739999771118164,-2.6499996185302734,2.17,23.4,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.6921,0,0.2,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-09-04,-0.69,3.687206638119256,3.81,13.09000015258789,144.27999877929688,15.739999771118164,-2.6499996185302734,2.17,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.6921,0,0.2,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-09-05,-0.67,3.687206638119256,3.83,14.010000228881836,139.6199951171875,16.239999771118164,-2.229999542236328,2.21,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.6921,0,0.2,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-09-06,-0.71,3.687206638119256,3.86,14.449999809265137,137.8800048828125,16.610000610351562,-2.160000801086426,2.23,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.6921,0,0.2,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-09-07,-0.67,3.687206638119256,3.9,14.399999618530273,135.58999633789062,16.579999923706055,-2.1800003051757812,2.24,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.6921,0,0.2,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-09-08,-0.72,3.687206638119256,3.85,13.84000015258789,138.17999267578125,16.139999389648438,-2.299999237060547,2.26,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.7146,0,0.2,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-09-11,-0.68,3.687206638119256,3.82,13.800000190734863,138.2100067138672,16.020000457763672,-2.2200002670288086,2.26,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.7146,0,0.2,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-09-12,-0.71,3.687206638119256,3.84,14.229999542236328,136.25,16.25,-2.020000457763672,2.27,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.7146,0,0.2,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-09-13,-0.71,3.687206638119256,3.85,13.479999542236328,137.4199981689453,15.920000076293945,-2.440000534057617,2.28,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.24,1,-0.7146,0,0.2,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,1,2,0,1,0,0,1,0,0
2023-09-14,-0.71,3.687206638119256,3.78,12.819999694824219,144.32000732421875,15.34000015258789,-2.520000457763672,2.27,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.23,1,-0.7146,0,0.2,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-09-15,-0.69,3.687206638119256,3.79,13.789999961853027,142.9199981689453,16.020000457763672,-2.2300004959106445,2.27,22.5,NEUTRAL,NEUTRAL,둔화_주의,2,1.22,1,-0.7123,0,0.2,0,1,4.34,🟡 흐림,위험자산 10~20% 축소,2.86,1.17,0.31,2,1,2,0,2,0,0,1,0,0
2023-09-18,-0.73,3.687206638119256,3.82,14.0,137.64999389648438,16.1299991607666,-2.1299991607666016,2.29,21.1,NEUTRAL,LOW,골디락스,-1,1.22,1,-0.7123,0,0.2,0,1,2.11,🟢 맑음,기본 비중 유지,1.71,0.58,0.31,2,1,0,0,1,0,0,1,0,0
2023-09-19,-0.71,3.687206638119256,3.82,14.109999656677246,137.30999755859375,16.1299991607666,-2.0199995040893555,2.3,21.1,NEUTRAL,LOW,골디락스,-1,1.21,1,-0.7123,0,0.2,0,1,2.11,🟢 맑음,기본 비중 유지,1.71,0.58,0.31,2,1,0,0,1,0,0,1,0,0
2023-09-20,-0.77,3.687206638119256,3.77,15.140000343322754,135.74000549316406,16.809999465942383,-1.669999122619629,2.27,21.1,NEUTRAL,LOW,골디락스,-1,1.2,1,-0.7123,0,0.2,0,1,2.11,🟢 맑음,기본 비중 유지,1.71,0.58,0.31,2,1,0,0,1,0,0,1,0,0
2023-09-21,-0.63,3.687206638119256,3.89,17.540000915527344,135.94000244140625,18.239999771118164,-0.6999988555908203,2.29,21.1,NEUTRAL,LOW,골디락스,-1,1.2,1,-0.7123,0,0.2,0,1,2.11,🟢 맑음,기본 비중 유지,1.71,0.58,0.31,2,1,0,0,1,0,0,1,0,0
2023-09-22,-0.66,3.687206638119256,3.93,17.200000762939453,137.74000549316406,18.09000015258789,-0.8899993896484375,2.29,21.1,NEUTRAL,LOW,골디락스,-1,1.2,1,-0.7178,0,0.2,0,1,2.11,🟢 맑음,기본 비중 유지,1.71,0.58,0.31,2,1,0,0,1,0,0,1,0,0
2023-09-25,-0.54,3.687206638119256,3.97,16.899999618530273,133.05999755859375,18.020000457763672,-1.1200008392333984,2.25,21.6,NEUTRAL,LOW,골디락스,-1,1.19,1,-0.7178,0,0.2,0,1,2.11,🟢 맑음,기본 비중 유지,1.71,0.58,0.31,2,1,0,0,1,0,0,1,0,0
2023-09-26,-0.48,3.687206638119256,4.04,18.940000534057617,136.3000030517578,19.719999313354492,-0.779998779296875,2.2,21.6,NEUTRAL,LOW,골디락스,-1,1.2,1,-0.7178,0,0.2,0,1,1.54,🟢 맑음,기본 비중 유지,1.14,0.58,0.31,1,1,0,0,1,0,0,1,0,0
2023-09-27,-0.49,3.687206638119256,4.03,18.219999313354492,135.3800048828125,19.110000610351562,-0.8900012969970703,2.23,21.6,NEUTRAL,LOW,골디락스,-1,1.21,1,-0.7178,0,0.2,0,1,1.54,🟢 맑음,기본 비중 유지,1.14,0.58,0.31,1,1,0,0,1,0,0,1,0,0
2023-09-28,-0.45,3.687206638119256,4.09,17.34000015258789,133.47999572753906,18.3799991607666,-1.039999008178711,2.27,21.6,NEUTRAL,LOW,골디락스,-1,1.23,1,-0.7178,0,0.2,0,1,1.54,🟢 맑음,기본 비중 유지,1.14,0.58,0.31,1,1,0,0,1,0,0,1,0,0
2023-09-29,-0.44,3.687206638119256,4.03,17.520000457763672,134.5,18.510000228881836,-0.9899997711181641,2.22,21.6,NEUTRAL,LOW,골디락스,-1,1.24,1,-0.4974,0,0.2,0,1,1.54,🟢 맑음,기본 비중 유지,1.14,0.58,0.31,1,1,0,0,1,0,0,1,0,0
2023-10-02,-0.43,3.687206638119256,4.11,17.610000610351562,134.5,18.6200008392334,-1.010000228881836,2.23,21.6,NEUTRAL,LOW,골디락스,-1,1.26,1,-0.4974,0,0.33,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
2023-10-03,-0.34,3.687206638119256,4.26,19.780000686645508,129.77999877929688,20.40999984741211,-0.6299991607666016,2.21,21.6,NEUTRAL,LOW,골디락스,-1,1.28,1,-0.4974,0,0.33,1,2,1.27,🟢 맑음,기본 비중 유지,1.14,0.0,0.62,1,1,0,0,0,0,0,1,0,1
2023-10-04,-0.32,3.687206638119256,4.37,18.579999923706055,130.67999267578125,19.520000457763672,-0.9400005340576172,2.18,21.6,NEUTRAL,LOW,골디락스,-1,1.29,1,-0.4974,0,0.33,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
2023-10-05,-0.31,3.687206638119256,4.38,18.489999771118164,129.75,19.5,-1.010000228881836,2.14,21.6,NEUTRAL,LOW,골디락스,-1,1.29,1,-0.4974,0,0.33,1,2,1.27,🟢 맑음,기본 비중 유지,1.14,0.0,0.62,1,1,0,0,0,0,0,1,0,1
2023-10-06,-0.3,3.687206638119256,4.33,17.450000762939453,129.36000061035156,18.729999542236328,-1.279998779296875,2.17,21.6,NEUTRAL,LOW,골디락스,-1,1.29,1,-0.4259,0,0.33,1,2,1.27,🟢 맑음,기본 비중 유지,1.14,0.0,0.62,1,1,0,0,0,0,0,1,0,1
2023-10-09,-0.3,3.687206638119256,4.34,17.700000762939453,133.63999938964844,18.809999465942383,-1.1099987030029297,2.17,21.0,NEUTRAL,LOW,골디락스,-1,1.29,1,-0.4259,0,0.33,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
2023-10-10,-0.3,3.687206638119256,4.26,17.030000686645508,135.1699981689453,18.270000457763672,-1.239999771118164,2.18,21.0,NEUTRAL,LOW,골디락스,-1,1.29,1,-0.4259,0,0.33,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
2023-10-11,-0.41,3.687206638119256,4.25,16.09000015258789,137.61000061035156,17.6299991607666,-1.539999008178711,2.2,21.0,NEUTRAL,LOW,골디락스,-1,1.27,1,-0.4259,0,0.33,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
2023-10-12,-0.36,3.687206638119256,4.25,16.690000534057617,136.1300048828125,18.09000015258789,-1.3999996185302734,2.23,21.0,NEUTRAL,LOW,골디락스,-1,1.26,1,-0.4259,0,0.33,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
2023-10-13,-0.41,3.687206638119256,4.3,19.31999969482422,144.3000030517578,20.56999969482422,-1.25,2.26,21.0,NEUTRAL,LOW,골디락스,-1,1.27,1,-0.5394,0,0.33,1,2,2.43,🟢 맑음,기본 비중 유지,1.14,1.17,0.62,1,1,0,0,2,0,0,1,0,1
2023-10-16,-0.38,3.687206638119256,4.27,17.209999084472656,137.9499969482422,18.790000915527344,-1.5800018310546875,2.3,20.0,NEUTRAL,LOW,골디락스,-1,1.27,1,-0.5394,0,0.33,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
2023-10-17,-0.36,3.687206638119256,4.25,17.8799991607666,138.72000122070312,19.260000228881836,-1.3800010681152344,2.32,20.0,HIGH,LOW,과열,1,1.27,1,-0.5394,0,0.33,1,2,2.92,🟢 맑음,기본 비중 유지,1.71,0.58,0.62,1,1,1,0,1,0,0,1,0,1
2023-10-18,-0.28,3.687206638119256,4.32,19.219999313354492,137.10000610351562,20.469999313354492,-1.25,2.35,20.0,HIGH,LOW,과열,1,1.29,1,-0.5394,0,0.33,1,2,2.92,🟢 맑음,기본 비중 유지,1.71,0.58,0.62,1,1,1,0,1,0,0,1,0,1
2023-10-19,-0.16,3.687206638119256,4.37,21.399999618530273,137.72999572753906,22.190000534057617,-0.7900009155273438,2.52,20.0,HIGH,LOW,과열,1,1.31,1,-0.5394,0,0.33,1,2,3.51,🟡 흐림,위험자산 10~20% 축소,1.71,1.17,0.62,1,1,1,1,1,0,0,1,0,1
2023-10-20,-0.14,3.687206638119256,4.52,21.709999084472656,136.74000549316406,22.440000534057617,-0.7300014495849609,2.47,20.0,HIGH,LOW,과열,1,1.33,1,-0.327,0,0.33,1,2,3.51,🟡 흐림,위험자산 10~20% 축소,1.71,1.17,0.62,1,1,1,1,1,0,0,1,0,1
2023-10-23,-0.19,3.687206638119256,4.51,20.3700008392334,133.9199981689453,21.329999923706055,-0.9599990844726562,2.41,21.4,HIGH,LOW,과열,1,1.33,1,-0.327,0,0.33,1,2,3.51,🟡 흐림,위험자산 10~20% 축소,1.71,1.17,0.62,1,1,1,1,1,0,0,1,0,1
2023-10-24,-0.19,3.687206638119256,4.41,18.969999313354492,132.44000244140625,20.209999084472656,-1.239999771118164,2.38,21.4,HIGH,LOW,과열,1,1.31,1,-0.327,0,0.33,1,2,2.92,🟢 맑음,기본 비중 유지,1.71,0.58,0.62,1,1,1,0,1,0,0,1,0,1
2023-10-25,-0.13,3.687206638119256,4.37,20.190000534057617,132.2899932861328,21.329999923706055,-1.1399993896484375,2.4,21.4,HIGH,LOW,과열,1,1.3,1,-0.327,0,0.33,1,2,3.51,🟡 흐림,위험자산 10~20% 축소,1.71,1.17,0.62,1,1,1,1,1,0,0,1,0,1
2023-10-26,-0.16,3.687206638119256,4.5,20.68000030517578,133.3800048828125,21.56999969482422,-0.8899993896484375,2.37,21.4,HIGH,LOW,과열,1,1.3,1,-0.327,0,0.33,1,2,3.51,🟡 흐림,위험자산 10~20% 축소,1.71,1.17,0.62,1,1,1,1,1,0,0,1,0,1
2023-10-27,-0.15,3.687206638119256,4.53,21.270000457763672,132.74000549316406,22.270000457763672,-1.0,2.39,21.4,HIGH,LOW,과열,1,1.31,1,-0.3466,0,0.33,1,2,3.51,🟡 흐림,위험자산 10~20% 축소,1.71,1.17,0.62,1,1,1,1,1,0,0,1,0,1
2023-10-30,-0.15,3.687206638119256,4.5,19.75,130.1300048828125,20.799999237060547,-1.0499992370605469,2.4,21.7,HIGH,LOW,과열,1,1.32,1,-0.3466,0,0.33,1,2,2.92,🟢 맑음,기본 비중 유지,1.71,0.58,0.62,1,1,1,0,1,0,0,1,0,1
2023-10-31,-0.19,3.687206638119256,4.42,18.139999389648438,128.2100067138672,19.489999771118164,-1.3500003814697266,2.4,21.7,HIGH,LOW,과열,1,1.32,1,-0.3466,0,0.33,1,2,2.34,🟢 맑음,기본 비중 유지,1.71,0.0,0.62,1,1,1,0,0,0,0,1,0,1
2023-11-01,-0.18,3.1333462745911866,4.47,16.8700008392334,129.82000732421875,18.549999237060547,-1.6799983978271484,2.36,21.7,HIGH,LOW,과열,1,1.33,1,-0.3466,0,0.3,1,2,2.34,🟢 맑음,기본 비중 유지,1.71,0.0,0.62,1,1,1,0,0,0,0,1,0,1
2023-11-02,-0.31,3.1333462745911866,4.15,15.65999984741211,133.8000030517578,17.799999237060547,-2.1399993896484375,2.35,21.7,HIGH,LOW,과열,1,1.29,1,-0.3466,0,0.3,1,2,2.92,🟢 맑음,기본 비중 유지,1.71,0.58,0.62,1,1,1,0,1,0,0,1,0,1
2023-11-03,-0.26,3.1333462745911866,4.04,14.90999984741211,133.8000030517578,17.219999313354492,-2.309999465942383,2.32,21.7,HIGH,LOW,과열,1,1.29,1,-0.6061,0,0.3,1,2,2.92,🟢 맑음,기본 비중 유지,1.71,0.58,0.62,1,1,1,0,1,0,0,1,0,1
2023-11-06,-0.26,3.1333462745911866,4.0,14.890000343322754,137.88999938964844,17.030000686645508,-2.140000343322754,2.35,21.6,HIGH,LOW,과열,1,1.28,1,-0.6061,0,0.3,1,2,2.92,🟢 맑음,기본 비중 유지,1.71,0.58,0.62,1,1,1,0,1,0,0,1,0,1
2023-11-07,-0.33,3.1333462745911866,4.08,14.8100004196167,139.52000427246094,16.920000076293945,-2.109999656677246,2.32,21.6,HIGH,LOW,과열,1,1.29,1,-0.6061,0,0.3,1,2,2.92,🟢 맑음,기본 비중 유지,1.71,0.58,0.62,1,1,1,0,1,0,0,1,0,1
2023-11-08,-0.44,3.1333462745911866,4.08,14.449999809265137,139.41000366210938,16.639999389648438,-2.189999580383301,2.29,21.6,NEUTRAL,LOW,골디락스,-1,1.28,1,-0.6061,0,0.3,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
2023-11-09,-0.41,3.1333462745911866,4.04,15.289999961853027,139.27999877929688,17.299999237060547,-2.0099992752075195,2.3,21.6,NEUTRAL,LOW,골디락스,-1,1.27,1,-0.6061,0,0.3,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
2023-11-10,-0.43,3.1333462745911866,4.03,14.170000076293945,139.27999877929688,16.520000457763672,-2.3500003814697266,2.28,21.6,NEUTRAL,LOW,골디락스,-1,1.26,1,-0.7309,0,0.3,1,2,1.85,🟢 맑음,기본 비중 유지,1.14,0.58,0.62,1,1,0,0,1,0,0,1,0,1
